0,0,0,genus,species,taxonCH,speciesCH,SEN,Nr_SISF,TaxonID,Rangstufe,Familie,0,0,0,already_cut,height_ave,height_max,0,0,0,0,0,worms,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Clinop,vulg,Clinopodium vulgare L.,Clinopodium vulgare L.,1602,116600,1012660,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Coelog,viri,Coeloglossum viride (L.) Hartm.,Coeloglossum viride (L.) Hartm.,1612,117200,1012750,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Colchi,autu,Colchicum autumnale L.,Colchicum autumnale L.,1619,117700,1012810,sp,Colchicaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Crepis,aure,Crepis aurea (L.) Cass.,Crepis aurea (L.) Cass.,1712,123000,1013630,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Crepis,bien,Crepis biennis L.,Crepis biennis L.,1713,123100,1013640,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Crepis,cony,Crepis conyzifolia (Gouan) A. Kern.,Crepis conyzifolia (Gouan) A. Kern.,1717,123500,1013670,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Crepis,palu,Crepis paludosa (L.) Moench,Crepis paludosa (L.) Moench,1729,124300,1013760,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Crepis,pyre,Crepis pyrenaica (L.) Greuter,Crepis pyrenaica (L.) Greuter,1736,124800,1013800,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Crocus,albi,Crocus albiflorus Kit.,Crocus albiflorus Kit.,1751,125800,1013880,sp,Iridaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Cuscut,epit,Cuscuta epithymum (L.) L.,Cuscuta epithymum (L.) L.,1777,127800,1014130,sp,Convolvulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Dactyl,macu,Dactylorhiza maculata (L.) Soó,Dactylorhiza maculata (L.) Soó,1858,132600,1014760,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Dactyl,maja,Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.,Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.,1859,132700,1014800,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Dactyl,trau,Dactylorhiza traunsteineri (Rchb.) Soó,Dactylorhiza traunsteineri (Rchb.) Soó,1863,132900,1014840,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Equise,arve,Equisetum arvense L.,Equisetum arvense L.,2150,150600,1016920,sp,Equisetaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Equise,palu,Equisetum palustre L.,Equisetum palustre L.,2153,151100,1016950,sp,Equisetaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Euphor,cypa,Euphorbia cyparissias L.,Euphorbia cyparissias L.,2280,159800,1018170,sp,Euphorbiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Euphra,hirt,Euphrasia hirtella Reut.,Euphrasia hirtella Reut.,2328,162500,1018560,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Euphra,mini,Euphrasia minima Schleich.,Euphrasia minima Schleich.,2331,162750,1018600,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Euphra,rost,Euphrasia rostkoviana Hayne,Euphrasia rostkoviana Hayne,2340,163450,1018700,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Fragar,vesc,Fragaria vesca L.,Fragaria vesca L.,2468,173800,1019920,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Galeop,tetr,Galeopsis tetrahit L.,Galeopsis tetrahit L.,2528,177100,1020350,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Galium,albu,Galium album Mill.,Galium album Mill.,2553,177400,1020380,sp,Rubiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Galium,anis,Galium anisophyllon Vill.,Galium anisophyllon Vill.,2566,177500,1020390,sp,Rubiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Galium,pumi,Galium pumilum Murray,Galium pumilum Murray,2570,179700,1020600,sp,Rubiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Gentia,acau,Gentiana acaulis L.,Gentiana acaulis L.,2613,182200,1020890,sp,Gentianaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Gentia,camp,Gentiana campestris L.,Gentiana campestris L.,2622,183100,1021000,sp,Gentianaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Gentia,purp,Gentiana purpurea L.,Gentiana purpurea L.,2653,184900,1021200,sp,Gentianaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Gentia,vern,Gentiana verna L.,Gentiana verna L.,2666,185400,1021250,sp,Gentianaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Gerani,sylv,Geranium sylvaticum L.,Geranium sylvaticum L.,2695,189300,1021530,sp,Geraniaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Geum,mont,Geum montanum L.,Geum montanum L.,2698,189400,1021540,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Geum,riva,Geum rivale L.,Geum rivale L.,2700,189600,1021570,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Glecho,hede,Glechoma hederacea L.,Glechoma hederacea L.,2716,190500,1021690,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Globul,nudi,Globularia nudicaulis L.,Globularia nudicaulis L.,2724,191200,1021750,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Gnapha,sylv,Gnaphalium sylvaticum L.,Gnaphalium sylvaticum L.,2742,192600,1021880,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Gymnad,cono,Gymnadenia conopsea (L.) R. Br.,Gymnadenia conopsea (L.) R. Br.,2751,193200,1021950,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Helian,numm,Helianthemum nummularium (L.) Mill.,Helianthemum nummularium (L.) Mill.,2779,194895,1022180,sp,Cistaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Heracl,spho,Heracleum sphondylium L.,Heracleum sphondylium L.,2841,198595,1022590,sp,Apiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Hierac,lach,Hieracium lachenalii C. C. Gmel.,Hieracium lachenalii C. C. Gmel.,2888,202000,1023030,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Hierac,lact,Hieracium lactucella Wallr.,Hieracium lactucella Wallr.,2868,202100,1023040,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Hierac,muro,Hieracium murorum aggr.,Hieracium murorum aggr.,2889,202700,1023110,aggr,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Hierac,pilo,Hieracium pilosella L.,Hieracium pilosella L.,2903,203400,1023200,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Hierac,vill,Hieracium villosum Jacq.,Hieracium villosum Jacq.,2920,205800,1023500,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Homogy,alpi,Homogyne alpina (L.) Cass.,Homogyne alpina (L.) Cass.,2946,207300,1023680,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Hyperi,macu,Hypericum maculatum Crantz,Hypericum maculatum Crantz,2999,210695,1024060,sp,Hypericaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Hyperi,perf,Hypericum perforatum L.,Hypericum perforatum L.,3000,211050,1024130,sp,Hypericaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Hypoch,radi,Hypochaeris radicata L.,Hypochaeris radicata L.,3011,212100,1024230,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Knauti,arve,Knautia arvensis (L.) Coult.,Knautia arvensis (L.) Coult.,3149,221400,1025230,sp,Caprifoliaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Knauti,dips,Knautia dipsacifolia Kreutzer,Knautia dipsacifolia Kreutzer,3165,221450,1025240,sp,Caprifoliaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Lamium,albu,Lamium album L.,Lamium album L.,3209,225500,1025650,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Laserp,hall,Laserpitium halleri Crantz,Laserpitium halleri Crantz,3230,227500,1025850,sp,Apiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Laserp,lati,Laserpitium latifolium L.,Laserpitium latifolium L.,3234,227700,1025860,sp,Apiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Leonto,autu,Leontodon autumnalis L.,Leontodon autumnalis L.,3306,232700,1026290,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Leonto,helv,Leontodon helveticus Mérat,Leontodon helveticus Mérat,3326,232900,1026310,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Leonto,hisp,Leontodon hispidus L.,Leontodon hispidus L.,3315,233000,1026330,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Leucan,gaud,Leucanthemum gaudinii Dalla Torre,Leucanthemum gaudinii Dalla Torre,3365,236400,1026670,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Leucan,hall,Leucanthemum halleri (Vitman) Ducommun,Leucanthemum halleri (Vitman) Ducommun,3357,236500,1026680,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Leucan,vulg,Leucanthemum vulgare Lam.,Leucanthemum vulgare Lam.,3361,236800,1026730,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ligust,mute,Ligusticum mutellina (L.) Crantz,Ligusticum mutellina (L.) Crantz,3384,237800,1026810,sp,Apiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Linum,cath,Linum catharticum L.,Linum catharticum L.,3425,241100,1027130,sp,Linaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Lister,ovat,Listera ovata (L.) R. Br.,Listera ovata (L.) R. Br.,3451,242000,1027220,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Lysima,nemo,Lysimachia nemorum L.,Lysimachia nemorum L.,3560,251400,1028080,sp,Primulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Melamp,sylv,Melampyrum sylvaticum L.,Melampyrum sylvaticum L.,3636,256600,1028660,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Myosot,alpe,Myosotis alpestris F. W. Schmidt,Myosotis alpestris F. W. Schmidt,3800,265800,1029690,sp,Boraginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Myosot,arve,Myosotis arvensis Hill,Myosotis arvensis Hill,3784,265900,1029700,sp,Boraginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Myosot,scor,Myosotis scorpioides L.,Myosotis scorpioides L.,3792,266800,1029800,sp,Boraginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Myosot,sylv,Myosotis sylvatica Hoffm.,Myosotis sylvatica Hoffm.,3805,267100,1029820,sp,Boraginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Gerani,prat,Geranium pratense L.,,,,1021430,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Nigrit,rhel,Nigritella rhellicani aggr.,Nigritella rhellicani aggr.,3866,271700,1030380,aggr,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Orchis,masc,Orchis mascula (L.) L.,Orchis mascula (L.) L.,3997,280900,1031350,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Orchis,ustu,Orchis ustulata L.,Orchis ustulata L.,4017,282200,1031500,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Origan,vulg,Origanum vulgare L.,Origanum vulgare L.,4025,282600,1031560,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Paradi,lili,Paradisea liliastrum (L.) Bertol.,Paradisea liliastrum (L.) Bertol.,4156,292100,1032560,sp,Asparagaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Parnas,palu,Parnassia palustris L.,Parnassia palustris L.,4164,292700,1032600,sp,Celastraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pedicu,asce,Pedicularis ascendens Gaudin,Pedicularis ascendens Gaudin,4208,293700,1032750,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pedicu,tube,Pedicularis tuberosa L.,Pedicularis tuberosa L.,4211,295400,1032930,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Phyteu,beto,Phyteuma betonicifolium Vill.,Phyteuma betonicifolium Vill.,4286,300800,1033570,sp,Campanulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Phyteu,orbi,Phyteuma orbiculare L.,Phyteuma orbiculare L.,4300,301800,1033670,sp,Campanulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Phyteu,spic,Phyteuma spicatum L.,Phyteuma spicatum L.,4308,302400,1033740,sp,Campanulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Picris,hier,Picris hieracioides L.,Picris hieracioides L.,4316,303100,1033830,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Pimpin,majo,Pimpinella major (L.) Huds.,Pimpinella major (L.) Huds.,4326,303800,1033920,sp,Apiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pimpin,saxi,Pimpinella saxifraga L.,Pimpinella saxifraga L.,4332,304000,1033970,sp,Apiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,alpi,Plantago alpina L.,Plantago alpina L.,4369,307000,1034250,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,atra,Plantago atrata Hoppe,Plantago atrata Hoppe,4375,307250,1034280,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,lanc,Plantago lanceolata L.,Plantago lanceolata L.,4382,307800,1034330,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,majo,Plantago major L.,Plantago major L.,4385,307850,1034350,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,medi,Plantago media L.,Plantago media L.,4386,308100,1034390,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Polyga,alpe,Polygala alpestris Rchb.,Polygala alpestris Rchb.,4437,312300,1034770,sp,Polygalaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Polyga,vulg,Polygala vulgaris L.,Polygala vulgaris L.,4459,313195,1034890,sp,Polygalaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Polygo,bist,Polygonum bistorta L.,Polygonum bistorta L.,4471,314400,1035010,sp,Polygonaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Polygo,vivi,Polygonum viviparum L.,Polygonum viviparum L.,4487,315800,1035170,sp,Polygonaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Potent,aure,Potentilla aurea L.,Potentilla aurea L.,4540,321300,1035720,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Potent,cran,Potentilla crantzii (Crantz) Fritsch,Potentilla crantzii (Crantz) Fritsch,4552,322100,1035790,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Potent,erec,Potentilla erecta (L.) Raeusch.,Potentilla erecta (L.) Raeusch.,4558,322400,1035810,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Primul,elat,Primula elatior (L.) L.,Primula elatior (L.) L.,4607,325950,1036200,sp,Primulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Primul,fari,Primula farinosa L.,Primula farinosa L.,4609,326200,1036230,sp,Primulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Primul,veri,Primula veris L.,Primula veris L.,4634,327195,1036330,sp,Primulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Prunel,gran,Prunella grandiflora (L.) Scholler,Prunella grandiflora (L.) Scholler,4639,327900,1036460,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Prunel,vulg,Prunella vulgaris L.,Prunella vulgaris L.,4643,328100,1036480,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pseudo,albi,Pseudorchis albida (L.) Á. Löve & D. Löve,Pseudorchis albida (L.) Á. Löve & D. Löve,4673,330400,1036710,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pulsat,alpi,Pulsatilla alpina (L.) Delarbre,Pulsatilla alpina (L.) Delarbre,4718,333195,1036980,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pulsat,alpi,Pulsatilla alpina subsp. apiifolia (Scop.) Nyman,Pulsatilla alpina (L.) Delarbre,4719,333390,1037010,subsp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,acon,Ranunculus aconitifolius L.,Ranunculus aconitifolius L.,4767,336500,1037360,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,acri,Ranunculus acris L.,Ranunculus acris L.,4770,336595,1037370,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,bulb,Ranunculus bulbosus L.,Ranunculus bulbosus L.,4849,337700,1037510,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,fica,Ranunculus ficaria L.,Ranunculus ficaria L.,4855,338200,1037550,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,mont,Ranunculus montanus Willd.,Ranunculus montanus Willd.,4872,339500,1037710,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
x,0,0,Ranunc,repe,Ranunculus repens L.,Ranunculus repens L.,4888,340900,1037840,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
x,0,0,Rhinan,alec,Rhinanthus alectorolophus (Scop.) Pollich,Rhinanthus alectorolophus (Scop.) Pollich,4922,344100,1038230,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Rhinan,mino,Rhinanthus minor L.,Rhinanthus minor L.,4938,344800,1038290,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
